Frame 0: ('doctor', 'heals', 'patient') → REJECTED (A↔B)
Frame 251: ('wind', 'howls', 'through', 'trees') → REJECTED (A↔B)
Frame 251: ('dog', 'guards', 'house') → REJECTED (A↔B)
Frame 251: ('9', 'divided_by', '3', 'equals', '3') → REJECTED (A↔B)
Frame 251: ('tree', 'drops', 'leaves') → REJECTED (A↔B)
Frame 251: ('storm', 'roars_through', 'night') → REJECTED (A↔B)
Frame 252: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 252: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 252: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 252: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 252: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 253: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 253: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 253: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 253: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 253: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 254: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 254: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 254: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 254: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 254: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 255: ('teacher', 'writes_on', 'board') → REJECTED (A↔B)
Frame 255: ('door', 'opens_to', 'room') → REJECTED (A↔B)
Frame 255: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 255: ('4', 'plus', '5', 'equals', '9') → REJECTED (A↔B)
Frame 255: ('child', 'jumps_over', 'log') → REJECTED (A↔B)
Frame 256: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 256: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 256: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 256: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 256: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 257: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 257: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 257: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 257: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 257: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 258: ('river', 'flows_into', 'ocean') → REJECTED (A↔B)
Frame 258: ('rain', 'falls_on', 'roof') → REJECTED (A↔B)
Frame 258: ('ice', 'melts_on', 'plate') → REJECTED (A↔B)
Frame 258: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 258: ('engine', 'drives', 'vehicle') → REJECTED (A↔B)
Frame 259: ('clock', 'ticks', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 259: ('bee', 'lands_on', 'flower') → REJECTED (A↔B)
Frame 259: ('cat', 'scratches', 'couch') → REJECTED (A↔B)
Frame 259: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 259: ('8', 'divided_by', '2', 'equals', '4') → REJECTED (A↔B)
Frame 260: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 260: ('clock', 'ticks', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 260: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 260: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 260: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 261: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 261: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 261: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 261: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 261: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 262: ('robot', 'fixes', 'machine') → REJECTED (A↔B)
Frame 262: ('child', 'draws_on', 'paper') → REJECTED (A↔B)
Frame 262: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 262: ('cloud', 'covers', 'sky') → REJECTED (A↔B)
Frame 262: ('6', 'plus', '2', 'equals', '8') → REJECTED (A↔B)
Frame 263: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 263: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 263: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 263: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 263: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 264: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 264: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 264: ('farmer', 'plants', 'seeds') → ACCEPTED (A↔B) [simple]
Frame 264: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 264: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 265: ('sun', 'sets_behind', 'hill') → REJECTED (A↔B)
Frame 265: ('car', 'stops_at', 'light') → REJECTED (A↔B)
Frame 265: ('fire', 'crackles', 'in', 'chimney') → ACCEPTED (A↔B) [simple]
Frame 265: ('car', 'stops_at', 'light') → REJECTED (A↔B)
Frame 265: ('bee', 'lands_on', 'flower') → REJECTED (A↔B)
Frame 266: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 266: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 266: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 266: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 266: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 267: ('7', 'plus', '2', 'equals', '9') → REJECTED (A↔B)
Frame 267: ('child', 'plays_with', 'toy') → REJECTED (A↔B)
Frame 267: ('student', 'solves', 'problem') → REJECTED (A↔B)
Frame 267: ('cloud', 'covers', 'sky') → REJECTED (A↔B)
Frame 267: ('car', 'stops_at', 'light') → REJECTED (A↔B)
Frame 268: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 268: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 268: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 268: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 268: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 269: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 269: ('3', 'plus', '2', 'equals', '5') → REJECTED (A↔B)
Frame 269: ('water', 'fills', 'bottle') → REJECTED (A↔B)
Frame 269: ('2', 'times', '3', 'equals', '6') → REJECTED (A↔B)
Frame 269: ('dog', 'barks_at', 'stranger') → REJECTED (A↔B)
Frame 270: ('sun', 'sets_behind', 'hill') → REJECTED (A↔B)
Frame 270: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 270: ('cat', 'climbs', 'tree') → REJECTED (A↔B)
Frame 270: ('teacher', 'writes_on', 'board') → REJECTED (A↔B)
Frame 270: ('student', 'reads', 'book') → REJECTED (A↔B)
Frame 271: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 271: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 271: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 271: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 271: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 272: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 272: ('farmer', 'plants', 'seeds') → ACCEPTED (A↔B) [simple]
Frame 272: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 272: ('fire', 'crackles', 'in', 'chimney') → ACCEPTED (A↔B) [simple]
Frame 272: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 273: ('5', 'times', '2', 'equals', '10') → REJECTED (A↔B)
Frame 273: ('thunder', 'echoes_through', 'mountains') → REJECTED (A↔B)
Frame 273: ('robot', 'fixes', 'machine') → REJECTED (A↔B)
Frame 273: ('9', 'minus', '5', 'equals', '4') → REJECTED (A↔B)
Frame 273: ('phone', 'rings', 'loudly') → REJECTED (A↔B)
Frame 274: ('train', 'leaves_from', 'station') → REJECTED (A↔B)
Frame 274: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 274: ('9', 'divided_by', '3', 'equals', '3') → REJECTED (A↔B)
Frame 274: ('farmer', 'plants', 'seeds') → ACCEPTED (A↔B) [simple]
Frame 274: ('student', 'reads', 'book') → REJECTED (A↔B)
Frame 275: ('fire', 'crackles', 'in', 'chimney') → ACCEPTED (A↔B) [simple]
Frame 275: ('wind', 'howls', 'through', 'trees') → REJECTED (A↔B)
Frame 275: ('sun', 'shines_on', 'earth') → REJECTED (A↔B)
Frame 275: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 275: ('moon', 'reflects', 'sunlight') → REJECTED (A↔B)
Frame 276: ('10', 'minus', '7', 'equals', '3') → REJECTED (A↔B)
Frame 276: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 276: ('3', 'times', '3', 'equals', '9') → REJECTED (A↔B)
Frame 276: ('light', 'enters', 'window') → REJECTED (A↔B)
Frame 276: ('phone', 'rings', 'loudly') → REJECTED (A↔B)
Frame 277: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 277: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 277: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 277: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 277: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 278: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 278: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 278: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 278: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 278: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 279: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 279: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 279: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 279: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 279: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 280: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 280: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 280: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 280: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 280: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 281: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 281: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 281: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 281: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 281: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 282: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 282: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 282: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 282: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 282: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 283: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 283: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 283: ('fire', 'crackles', 'in', 'chimney') → ACCEPTED (A↔B) [simple]
Frame 283: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 283: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 284: ('farmer', 'plants', 'seeds') → ACCEPTED (A↔B) [simple]
Frame 284: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 284: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 284: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 284: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 285: ('cloud', 'covers', 'sky') → REJECTED (A↔B)
Frame 285: ('train', 'arrives_at', 'station') → REJECTED (A↔B)
Frame 285: ('bee', 'buzzes_around', 'flower') → REJECTED (A↔B)
Frame 285: ('cat', 'scratches', 'couch') → REJECTED (A↔B)
Frame 285: ('moon', 'rises_above', 'trees') → REJECTED (A↔B)
Frame 286: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 286: ('clock', 'ticks', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 286: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 286: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 286: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 287: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 287: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 287: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 287: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 287: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 288: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 288: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 288: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 288: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 288: ('clock', 'ticks', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 289: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 289: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 289: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 289: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 289: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 290: ('farmer', 'plants', 'seeds') → ACCEPTED (A↔B) [simple]
Frame 290: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 290: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 290: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 290: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 291: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 291: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 291: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 291: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 291: ('clock', 'ticks', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 292: ('bee', 'buzzes_around', 'flower') → REJECTED (A↔B)
Frame 292: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 292: ('8', 'minus', '6', 'equals', '2') → REJECTED (A↔B)
Frame 292: ('train', 'arrives_at', 'station') → REJECTED (A↔B)
Frame 292: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 293: ('2', 'plus', '5', 'equals', '7') → REJECTED (A↔B)
Frame 293: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 293: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 293: ('child', 'jumps_over', 'log') → REJECTED (A↔B)
Frame 293: ('thunder', 'echoes_through', 'mountains') → REJECTED (A↔B)
Frame 294: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 294: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 294: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 294: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 294: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 295: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 295: ('fire', 'crackles', 'in', 'chimney') → ACCEPTED (A↔B) [simple]
Frame 295: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 295: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 295: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 296: ('2', 'plus', '5', 'equals', '7') → REJECTED (A↔B)
Frame 296: ('nurse', 'cares_for', 'child') → REJECTED (A↔B)
Frame 296: ('wind', 'blows', 'tree') → REJECTED (A↔B)
Frame 296: ('9', 'divided_by', '3', 'equals', '3') → REJECTED (A↔B)
Frame 296: ('9', 'minus', '5', 'equals', '4') → REJECTED (A↔B)
Frame 297: ('moon', 'rises_above', 'trees') → REJECTED (A↔B)
Frame 297: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 297: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 297: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 297: ('train', 'arrives_at', 'station') → REJECTED (A↔B)
Frame 298: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 298: ('9', 'divided_by', '3', 'equals', '3') → REJECTED (A↔B)
Frame 298: ('cat', 'scratches', 'couch') → REJECTED (A↔B)
Frame 298: ('hammer', 'hits', 'nail') → REJECTED (A↔B)
Frame 298: ('teacher', 'writes_on', 'board') → REJECTED (A↔B)
Frame 299: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 299: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 299: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 299: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 299: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 300: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 300: ('farmer', 'plants', 'seeds') → ACCEPTED (A↔B) [simple]
Frame 300: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 300: ('clock', 'ticks', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 300: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 301: ('7', 'minus', '4', 'equals', '3') → REJECTED (A↔B)
Frame 301: ('rain', 'taps_on', 'roof') → REJECTED (A↔B)
Frame 301: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 301: ('child', 'plays_with', 'toy') → REJECTED (A↔B)
Frame 301: ('child', 'pets', 'dog') → REJECTED (A↔B)
Frame 302: ('doctor', 'heals', 'patient') → REJECTED (A↔B)
Frame 302: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 302: ('doctor', 'heals', 'patient') → REJECTED (A↔B)
Frame 302: ('worker', 'paints', 'house') → REJECTED (A↔B)
Frame 302: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 303: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 303: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 303: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 303: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 303: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 304: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 304: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 304: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 304: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 304: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 305: ('engineer', 'builds', 'tower') → REJECTED (A↔B)
Frame 305: ('moon', 'reflects', 'sunlight') → REJECTED (A↔B)
Frame 305: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 305: ('thunder', 'echoes_through', 'mountains') → REJECTED (A↔B)
Frame 305: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 306: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 306: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 306: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 306: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 306: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 307: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 307: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 307: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 307: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 307: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 308: ('farmer', 'plants', 'seeds') → ACCEPTED (A↔B) [simple]
Frame 308: ('hammer', 'hits', 'nail') → REJECTED (A↔B)
Frame 308: ('hammer', 'hits', 'nail') → REJECTED (A↔B)
Frame 308: ('rain', 'falls_on', 'roof') → REJECTED (A↔B)
Frame 308: ('moon', 'rises_above', 'trees') → REJECTED (A↔B)
Frame 309: ('rain', 'taps_on', 'roof') → REJECTED (A↔B)
Frame 309: ('boat', 'sails_on', 'lake') → REJECTED (A↔B)
Frame 309: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 309: ('5', 'minus', '3', 'equals', '2') → REJECTED (A↔B)
Frame 309: ('child', 'loves', 'parent') → REJECTED (A↔B)
Frame 310: ('7', 'minus', '4', 'equals', '3') → REJECTED (A↔B)
Frame 310: ('mouse', 'hides_under', 'table') → REJECTED (A↔B)
