Frame 0: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 740: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 740: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 741: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 741: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 741: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 741: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 741: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 742: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 742: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 742: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 742: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 742: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 743: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 743: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 743: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 743: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 743: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 744: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 744: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 744: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 744: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 744: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 745: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 745: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 745: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 745: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 745: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 746: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 746: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 746: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 746: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 746: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 747: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 747: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 747: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 747: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 747: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 748: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 748: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 748: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 748: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 748: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 749: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 749: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 749: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 749: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 749: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 750: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 750: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 750: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 750: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 750: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 751: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 751: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 751: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 751: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 751: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 752: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 752: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 752: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 752: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 752: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 753: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 753: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 753: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 753: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 753: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 754: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 754: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 754: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 754: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 754: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 755: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 755: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 755: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 755: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 755: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 756: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 756: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 756: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 756: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 756: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 757: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 757: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 757: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 757: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 757: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 758: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 758: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 758: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 758: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 758: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 759: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 759: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 759: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 759: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 759: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 760: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 760: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 760: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 760: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 760: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 761: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 761: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 761: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 761: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 761: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 762: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 762: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 762: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 762: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 762: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 763: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 763: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 763: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 763: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 763: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 764: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 764: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 764: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 764: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 764: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 765: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 765: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 765: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 765: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 765: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 766: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 766: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 766: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 766: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 766: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 767: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 767: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 767: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 767: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 767: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 768: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 768: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 768: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 768: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 768: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 769: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 769: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 769: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 769: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 769: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 770: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 770: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 770: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 770: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 770: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 771: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 771: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 771: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 771: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 771: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 772: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 772: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 772: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 772: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 772: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 773: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 773: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 773: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 773: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 773: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 774: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 774: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 774: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 774: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 774: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 775: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 775: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 775: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 775: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 775: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 776: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 776: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 776: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 776: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 776: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 777: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 777: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 777: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 777: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 777: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 778: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 778: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 778: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 778: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 778: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 779: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 779: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 779: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 779: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 779: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 780: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 780: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 780: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 780: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 780: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 781: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 781: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 781: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 781: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 781: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 782: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 782: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 782: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 782: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 782: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 783: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 783: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 783: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 783: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 783: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 784: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 784: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 784: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 784: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 784: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 785: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 785: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 785: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 785: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 785: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 786: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 786: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 786: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 786: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 786: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 787: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 787: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 787: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 787: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 787: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 788: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 788: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 788: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 788: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 788: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 789: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 789: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 789: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 789: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 789: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 790: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 790: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 790: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 790: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 790: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 791: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 791: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 791: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 791: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 791: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 792: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 792: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 792: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 792: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 792: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 793: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 793: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 793: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 793: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 793: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 794: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 794: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 794: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 794: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 794: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 795: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 795: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 795: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 795: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 795: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 796: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 796: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 796: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 796: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 796: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 797: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 797: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 797: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 797: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 797: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 798: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 798: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 798: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 798: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 798: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 799: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 799: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 799: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 799: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 799: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 800: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 800: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 800: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 800: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 800: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 801: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 801: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 801: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 801: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 801: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 802: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 802: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 802: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 802: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 802: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 803: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 803: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 803: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 803: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 803: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 804: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 804: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 804: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 804: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 804: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 805: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 805: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 805: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 805: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 805: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 806: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 806: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 806: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 806: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 806: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 807: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 807: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 807: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 807: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 807: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 808: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 808: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 808: ('dog', 'chases', 'cat') → REJECTED (A↔B)
