Frame 0: PROPOSED ('afraid', 'bored', 'afraid') ↔ ('ängstlich', 'gelangweilt', 'ängstlich') → REJECTED
Frame 511: PROPOSED ('mountain', 'tree', 'backpack') ↔ ('Berg', 'Baum', 'Rucksack') → REJECTED
Frame 511: PROPOSED ('field', 'small', 'happy') ↔ ('Feld', 'klein', 'glücklich') → REJECTED
Frame 512: PROPOSED ('sad', 'around', 'computer') ↔ ('traurig', 'um', 'Computer') → REJECTED
Frame 512: PROPOSED ('big', 'some', 'cold') ↔ ('groß', 'einige', 'kalt') → REJECTED
Frame 513: PROPOSED ('few', 'beside', 'cold') ↔ ('wenige', 'neben', 'kalt') → REJECTED
Frame 513: PROPOSED ('afraid', 'eat', 'field') ↔ ('ängstlich', 'essen', 'Feld') → REJECTED
Frame 514: PROPOSED ('slow', 'tree', 'through') ↔ ('langsam', 'Baum', 'durch') → REJECTED
Frame 514: PROPOSED ('few', 'safe', 'all') ↔ ('wenige', 'sicher', 'alle') → REJECTED
Frame 515: PROPOSED ('through', 'safe', 'bored') ↔ ('durch', 'sicher', 'gelangweilt') → REJECTED
Frame 515: PROPOSED ('mountain', 'swim', 'afraid') ↔ ('Berg', 'schwimmen', 'ängstlich') → REJECTED
Frame 516: PROPOSED ('bored', 'boat', 'child') ↔ ('gelangweilt', 'Boot', 'Kind') → REJECTED
Frame 516: PROPOSED ('child', 'door', 'afraid') ↔ ('Kind', 'Tür', 'ängstlich') → REJECTED
Frame 517: PROPOSED ('walk', 'eat', 'mountain') ↔ ('gehen', 'essen', 'Berg') → REJECTED
Frame 517: PROPOSED ('river', 'run', 'sleep') ↔ ('Fluss', 'laufen', 'schlafen') → REJECTED
Frame 518: PROPOSED ('computer', 'all', 'house') ↔ ('Computer', 'alle', 'Haus') → REJECTED
Frame 518: PROPOSED ('small', 'house', 'excited') ↔ ('klein', 'Haus', 'aufgeregt') → REJECTED
Frame 519: PROPOSED ('fly', 'sad', 'safe') ↔ ('fliegen', 'traurig', 'sicher') → REJECTED
Frame 519: PROPOSED ('one', 'cat', 'eat') ↔ ('eins', 'Katze', 'essen') → REJECTED
Frame 520: PROPOSED ('car', 'few', 'cold') ↔ ('Auto', 'wenige', 'kalt') → REJECTED
Frame 520: PROPOSED ('angry', 'city', 'big') ↔ ('wütend', 'Stadt', 'groß') → REJECTED
Frame 521: PROPOSED ('backpack', 'car', 'field') ↔ ('Rucksack', 'Auto', 'Feld') → REJECTED
Frame 521: PROPOSED ('across', 'two', 'cat') ↔ ('über', 'zwei', 'Katze') → REJECTED
Frame 522: PROPOSED ('eat', 'swim', 'mountain') ↔ ('essen', 'schwimmen', 'Berg') → REJECTED
Frame 522: PROPOSED ('cat', 'excited', 'through') ↔ ('Katze', 'aufgeregt', 'durch') → REJECTED
Frame 523: PROPOSED ('build', 'around', 'safe') ↔ ('bauen', 'um', 'sicher') → REJECTED
Frame 523: PROPOSED ('sad', 'two', 'spoon') ↔ ('traurig', 'zwei', 'Löffel') → REJECTED
Frame 524: PROPOSED ('car', 'dark', 'spoon') ↔ ('Auto', 'dunkel', 'Löffel') → REJECTED
Frame 524: PROPOSED ('two', 'two', 'over') ↔ ('zwei', 'zwei', 'über') → REJECTED
Frame 525: PROPOSED ('table', 'small', 'dark') ↔ ('Tisch', 'klein', 'dunkel') → REJECTED
Frame 525: PROPOSED ('many', 'all', 'sad') ↔ ('viele', 'alle', 'traurig') → REJECTED
Frame 526: PROPOSED ('around', 'warm', 'field') ↔ ('um', 'warm', 'Feld') → REJECTED
Frame 526: PROPOSED ('boat', 'jump', 'bright') ↔ ('Boot', 'springen', 'hell') → REJECTED
Frame 527: PROPOSED ('city', 'afraid', 'over') ↔ ('Stadt', 'ängstlich', 'über') → REJECTED
Frame 527: PROPOSED ('jump', 'run', 'over') ↔ ('springen', 'laufen', 'über') → REJECTED
Frame 528: PROPOSED ('learn', 'build', 'big') ↔ ('lernen', 'bauen', 'groß') → REJECTED
Frame 528: PROPOSED ('tree', 'eat', 'under') ↔ ('Baum', 'essen', 'unter') → REJECTED
Frame 529: PROPOSED ('tired', 'artist', 'house') ↔ ('müde', 'Künstler', 'Haus') → REJECTED
Frame 529: PROPOSED ('backpack', 'eat', 'boat') ↔ ('Rucksack', 'essen', 'Boot') → REJECTED
Frame 530: PROPOSED ('run', 'slow', 'angry') ↔ ('laufen', 'langsam', 'wütend') → REJECTED
Frame 530: PROPOSED ('run', 'some', 'cold') ↔ ('laufen', 'einige', 'kalt') → REJECTED
Frame 531: PROPOSED ('eat', 'walk', 'walk') ↔ ('essen', 'gehen', 'gehen') → REJECTED
Frame 531: PROPOSED ('around', 'some', 'all') ↔ ('um', 'einige', 'alle') → REJECTED
Frame 532: PROPOSED ('afraid', 'many', 'over') ↔ ('ängstlich', 'viele', 'über') → REJECTED
Frame 532: PROPOSED ('house', 'run', 'teach') ↔ ('Haus', 'laufen', 'lehren') → REJECTED
Frame 533: PROPOSED ('computer', 'teacher', 'table') ↔ ('Computer', 'Lehrer', 'Tisch') → REJECTED
Frame 533: PROPOSED ('bright', 'city', 'field') ↔ ('hell', 'Stadt', 'Feld') → REJECTED
Frame 534: PROPOSED ('learn', 'tree', 'walk') ↔ ('lernen', 'Baum', 'gehen') → REJECTED
Frame 534: PROPOSED ('fly', 'warm', 'some') ↔ ('fliegen', 'warm', 'einige') → REJECTED
Frame 535: PROPOSED ('teacher', 'many', 'table') ↔ ('Lehrer', 'viele', 'Tisch') → REJECTED
Frame 535: PROPOSED ('backpack', 'house', 'tree') ↔ ('Rucksack', 'Haus', 'Baum') → REJECTED
Frame 536: PROPOSED ('field', 'cold', 'run') ↔ ('Feld', 'kalt', 'laufen') → REJECTED
Frame 536: PROPOSED ('cold', 'jump', 'computer') ↔ ('kalt', 'springen', 'Computer') → REJECTED
Frame 537: PROPOSED ('calm', 'cat', 'door') ↔ ('ruhig', 'Katze', 'Tür') → REJECTED
Frame 537: PROPOSED ('angry', 'small', 'under') ↔ ('wütend', 'klein', 'unter') → REJECTED
Frame 538: PROPOSED ('house', 'safe', 'boat') ↔ ('Haus', 'sicher', 'Boot') → REJECTED
Frame 538: PROPOSED ('angry', 'table', 'house') ↔ ('wütend', 'Tisch', 'Haus') → REJECTED
Frame 539: PROPOSED ('dog', 'across', 'cold') ↔ ('Hund', 'über', 'kalt') → REJECTED
Frame 539: PROPOSED ('happy', 'spoon', 'two') ↔ ('glücklich', 'Löffel', 'zwei') → REJECTED
Frame 540: PROPOSED ('some', 'eat', 'big') ↔ ('einige', 'essen', 'groß') → REJECTED
Frame 540: PROPOSED ('afraid', 'eat', 'safe') ↔ ('ängstlich', 'essen', 'sicher') → REJECTED
Frame 541: PROPOSED ('near', 'bright', 'many') ↔ ('nahe', 'hell', 'viele') → REJECTED
Frame 541: PROPOSED ('house', 'through', 'bright') ↔ ('Haus', 'durch', 'hell') → REJECTED
Frame 542: PROPOSED ('none', 'calm', 'angry') ↔ ('keine', 'ruhig', 'wütend') → REJECTED
Frame 542: PROPOSED ('field', 'spoon', 'all') ↔ ('Feld', 'Löffel', 'alle') → REJECTED
Frame 543: PROPOSED ('computer', 'none', 'big') ↔ ('Computer', 'keine', 'groß') → REJECTED
Frame 543: PROPOSED ('afraid', 'teacher', 'city') ↔ ('ängstlich', 'Lehrer', 'Stadt') → REJECTED
Frame 544: PROPOSED ('few', 'warm', 'computer') ↔ ('wenige', 'warm', 'Computer') → REJECTED
Frame 544: PROPOSED ('jump', 'cat', 'door') ↔ ('springen', 'Katze', 'Tür') → REJECTED
Frame 545: PROPOSED ('slow', 'around', 'build') ↔ ('langsam', 'um', 'bauen') → REJECTED
Frame 545: PROPOSED ('field', 'backpack', 'child') ↔ ('Feld', 'Rucksack', 'Kind') → REJECTED
Frame 546: PROPOSED ('table', 'artist', 'fast') ↔ ('Tisch', 'Künstler', 'schnell') → REJECTED
Frame 546: PROPOSED ('two', 'swim', 'dark') ↔ ('zwei', 'schwimmen', 'dunkel') → REJECTED
Frame 547: PROPOSED ('sad', 'build', 'over') ↔ ('traurig', 'bauen', 'über') → REJECTED
Frame 547: PROPOSED ('angry', 'under', 'sleep') ↔ ('wütend', 'unter', 'schlafen') → REJECTED
Frame 548: PROPOSED ('swim', 'cat', 'child') ↔ ('schwimmen', 'Katze', 'Kind') → REJECTED
Frame 548: PROPOSED ('cold', 'tired', 'field') ↔ ('kalt', 'müde', 'Feld') → REJECTED
Frame 549: PROPOSED ('few', 'many', 'child') ↔ ('wenige', 'viele', 'Kind') → REJECTED
Frame 549: PROPOSED ('happy', 'door', 'swim') ↔ ('glücklich', 'Tür', 'schwimmen') → REJECTED
Frame 550: PROPOSED ('small', 'table', 'fast') ↔ ('klein', 'Tisch', 'schnell') → REJECTED
Frame 550: PROPOSED ('fast', 'happy', 'safe') ↔ ('schnell', 'glücklich', 'sicher') → REJECTED
Frame 551: PROPOSED ('artist', 'calm', 'many') ↔ ('Künstler', 'ruhig', 'viele') → REJECTED
Frame 551: PROPOSED ('tree', 'door', 'house') ↔ ('Baum', 'Tür', 'Haus') → REJECTED
Frame 552: PROPOSED ('some', 'tired', 'chair') ↔ ('einige', 'müde', 'Stuhl') → REJECTED
Frame 552: PROPOSED ('tree', 'lamp', 'tree') ↔ ('Baum', 'Lampe', 'Baum') → REJECTED
Frame 553: PROPOSED ('dog', 'eat', 'backpack') ↔ ('Hund', 'essen', 'Rucksack') → ACCEPTED
Frame 553: PROPOSED ('backpack', 'jump', 'field') ↔ ('Rucksack', 'springen', 'Feld') → REJECTED
Frame 554: PROPOSED ('excited', 'warm', 'child') ↔ ('aufgeregt', 'warm', 'Kind') → REJECTED
Frame 554: PROPOSED ('fly', 'none', 'bored') ↔ ('fliegen', 'keine', 'gelangweilt') → REJECTED
Frame 555: PROPOSED ('field', 'across', 'car') ↔ ('Feld', 'über', 'Auto') → REJECTED
Frame 555: PROPOSED ('through', 'field', 'eat') ↔ ('durch', 'Feld', 'essen') → REJECTED
Frame 556: PROPOSED ('run', 'through', 'none') ↔ ('laufen', 'durch', 'keine') → REJECTED
Frame 556: PROPOSED ('afraid', 'chair', 'none') ↔ ('ängstlich', 'Stuhl', 'keine') → REJECTED
Frame 557: PROPOSED ('afraid', 'car', 'city') ↔ ('ängstlich', 'Auto', 'Stadt') → REJECTED
Frame 557: PROPOSED ('around', 'dark', 'fast') ↔ ('um', 'dunkel', 'schnell') → REJECTED
Frame 558: PROPOSED ('child', 'house', 'fly') ↔ ('Kind', 'Haus', 'fliegen') → REJECTED
Frame 558: PROPOSED ('jump', 'big', 'excited') ↔ ('springen', 'groß', 'aufgeregt') → REJECTED
Frame 559: PROPOSED ('sad', 'spoon', 'mountain') ↔ ('traurig', 'Löffel', 'Berg') → REJECTED
Frame 559: PROPOSED ('angry', 'dark', 'near') ↔ ('wütend', 'dunkel', 'nahe') → REJECTED
Frame 560: PROPOSED ('lamp', 'child', 'dog') ↔ ('Lampe', 'Kind', 'Hund') → REJECTED
Frame 560: PROPOSED ('car', 'one', 'calm') ↔ ('Auto', 'eins', 'ruhig') → REJECTED
Frame 561: PROPOSED ('sleep', 'car', 'walk') ↔ ('schlafen', 'Auto', 'gehen') → REJECTED
Frame 561: PROPOSED ('warm', 'boat', 'some') ↔ ('warm', 'Boot', 'einige') → REJECTED
Frame 562: PROPOSED ('bright', 'near', 'calm') ↔ ('hell', 'nahe', 'ruhig') → REJECTED
Frame 562: PROPOSED ('city', 'swim', 'walk') ↔ ('Stadt', 'schwimmen', 'gehen') → REJECTED
Frame 563: PROPOSED ('around', 'lamp', 'eat') ↔ ('um', 'Lampe', 'essen') → REJECTED
Frame 563: PROPOSED ('warm', 'small', 'teacher') ↔ ('warm', 'klein', 'Lehrer') → REJECTED
Frame 564: PROPOSED ('beside', 'beside', 'jump') ↔ ('neben', 'neben', 'springen') → REJECTED
Frame 564: PROPOSED ('around', 'dark', 'jump') ↔ ('um', 'dunkel', 'springen') → REJECTED
Frame 565: PROPOSED ('small', 'warm', 'across') ↔ ('klein', 'warm', 'über') → REJECTED
Frame 565: PROPOSED ('boat', 'build', 'cat') ↔ ('Boot', 'bauen', 'Katze') → REJECTED
Frame 566: PROPOSED ('over', 'dog', 'house') ↔ ('über', 'Hund', 'Haus') → REJECTED
Frame 566: PROPOSED ('learn', 'jump', 'one') ↔ ('lernen', 'springen', 'eins') → REJECTED
Frame 567: PROPOSED ('around', 'one', 'big') ↔ ('um', 'eins', 'groß') → REJECTED
Frame 567: PROPOSED ('computer', 'two', 'many') ↔ ('Computer', 'zwei', 'viele') → REJECTED
Frame 568: PROPOSED ('afraid', 'eat', 'car') ↔ ('ängstlich', 'essen', 'Auto') → REJECTED
Frame 568: PROPOSED ('walk', 'small', 'calm') ↔ ('gehen', 'klein', 'ruhig') → REJECTED
Frame 569: PROPOSED ('all', 'two', 'teach') ↔ ('alle', 'zwei', 'lehren') → REJECTED
Frame 569: PROPOSED ('cat', 'computer', 'near') ↔ ('Katze', 'Computer', 'nahe') → REJECTED
Frame 570: PROPOSED ('sleep', 'small', 'mountain') ↔ ('schlafen', 'klein', 'Berg') → REJECTED
Frame 570: PROPOSED ('fast', 'across', 'tree') ↔ ('schnell', 'über', 'Baum') → REJECTED
Frame 571: PROPOSED ('dark', 'big', 'bright') ↔ ('dunkel', 'groß', 'hell') → REJECTED
Frame 571: PROPOSED ('chair', 'excited', 'learn') ↔ ('Stuhl', 'aufgeregt', 'lernen') → REJECTED
Frame 572: PROPOSED ('one', 'few', 'big') ↔ ('eins', 'wenige', 'groß') → REJECTED
Frame 572: PROPOSED ('all', 'beside', 'computer') ↔ ('alle', 'neben', 'Computer') → REJECTED
Frame 573: PROPOSED ('tree', 'happy', 'none') ↔ ('Baum', 'glücklich', 'keine') → REJECTED
Frame 573: PROPOSED ('bright', 'cat', 'tired') ↔ ('hell', 'Katze', 'müde') → REJECTED
Frame 574: PROPOSED ('learn', 'run', 'dark') ↔ ('lernen', 'laufen', 'dunkel') → REJECTED
Frame 574: PROPOSED ('artist', 'house', 'table') ↔ ('Künstler', 'Haus', 'Tisch') → REJECTED
Frame 575: PROPOSED ('boat', 'bored', 'all') ↔ ('Boot', 'gelangweilt', 'alle') → REJECTED
Frame 575: PROPOSED ('city', 'backpack', 'run') ↔ ('Stadt', 'Rucksack', 'laufen') → REJECTED
Frame 576: PROPOSED ('artist', 'sleep', 'tree') ↔ ('Künstler', 'schlafen', 'Baum') → ACCEPTED
Frame 576: PROPOSED ('car', 'one', 'calm') ↔ ('Auto', 'eins', 'ruhig') → REJECTED
Frame 577: PROPOSED ('backpack', 'artist', 'eat') ↔ ('Rucksack', 'Künstler', 'essen') → REJECTED
Frame 577: PROPOSED ('eat', 'sad', 'one') ↔ ('essen', 'traurig', 'eins') → REJECTED
Frame 578: PROPOSED ('angry', 'mountain', 'happy') ↔ ('wütend', 'Berg', 'glücklich') → REJECTED
Frame 578: PROPOSED ('swim', 'under', 'one') ↔ ('schwimmen', 'unter', 'eins') → REJECTED
Frame 579: PROPOSED ('walk', 'near', 'river') ↔ ('gehen', 'nahe', 'Fluss') → REJECTED
Frame 579: PROPOSED ('fast', 'near', 'run') ↔ ('schnell', 'nahe', 'laufen') → REJECTED
Frame 580: PROPOSED ('cold', 'table', 'excited') ↔ ('kalt', 'Tisch', 'aufgeregt') → REJECTED
Frame 580: PROPOSED ('table', 'beside', 'tired') ↔ ('Tisch', 'neben', 'müde') → REJECTED
Frame 581: PROPOSED ('few', 'through', 'jump') ↔ ('wenige', 'durch', 'springen') → REJECTED
Frame 581: PROPOSED ('sleep', 'few', 'all') ↔ ('schlafen', 'wenige', 'alle') → REJECTED
Frame 582: PROPOSED ('all', 'tree', 'river') ↔ ('alle', 'Baum', 'Fluss') → REJECTED
Frame 582: PROPOSED ('cold', 'dark', 'backpack') ↔ ('kalt', 'dunkel', 'Rucksack') → REJECTED
Frame 583: PROPOSED ('beside', 'house', 'dog') ↔ ('neben', 'Haus', 'Hund') → REJECTED
Frame 583: PROPOSED ('city', 'sad', 'eat') ↔ ('Stadt', 'traurig', 'essen') → REJECTED
Frame 584: PROPOSED ('tree', 'under', 'small') ↔ ('Baum', 'unter', 'klein') → REJECTED
Frame 584: PROPOSED ('car', 'spoon', 'calm') ↔ ('Auto', 'Löffel', 'ruhig') → REJECTED
Frame 585: PROPOSED ('calm', 'run', 'river') ↔ ('ruhig', 'laufen', 'Fluss') → REJECTED
Frame 585: PROPOSED ('fly', 'house', 'happy') ↔ ('fliegen', 'Haus', 'glücklich') → REJECTED
Frame 586: PROPOSED ('build', 'around', 'swim') ↔ ('bauen', 'um', 'schwimmen') → REJECTED
Frame 586: PROPOSED ('over', 'afraid', 'warm') ↔ ('über', 'ängstlich', 'warm') → REJECTED
Frame 587: PROPOSED ('slow', 'all', 'around') ↔ ('langsam', 'alle', 'um') → REJECTED
Frame 587: PROPOSED ('safe', 'sad', 'tired') ↔ ('sicher', 'traurig', 'müde') → REJECTED
Frame 588: PROPOSED ('cold', 'some', 'warm') ↔ ('kalt', 'einige', 'warm') → REJECTED
Frame 588: PROPOSED ('all', 'near', 'through') ↔ ('alle', 'nahe', 'durch') → REJECTED
Frame 589: PROPOSED ('computer', 'car', 'boat') ↔ ('Computer', 'Auto', 'Boot') → REJECTED
Frame 589: PROPOSED ('calm', 'mountain', 'computer') ↔ ('ruhig', 'Berg', 'Computer') → REJECTED
Frame 590: PROPOSED ('beside', 'city', 'angry') ↔ ('neben', 'Stadt', 'wütend') → REJECTED
Frame 590: PROPOSED ('cat', 'big', 'backpack') ↔ ('Katze', 'groß', 'Rucksack') → REJECTED
Frame 591: PROPOSED ('jump', 'all', 'tree') ↔ ('springen', 'alle', 'Baum') → REJECTED
Frame 591: PROPOSED ('city', 'beside', 'field') ↔ ('Stadt', 'neben', 'Feld') → REJECTED
Frame 592: PROPOSED ('bored', 'fast', 'sad') ↔ ('gelangweilt', 'schnell', 'traurig') → REJECTED
Frame 592: PROPOSED ('near', 'spoon', 'walk') ↔ ('nahe', 'Löffel', 'gehen') → REJECTED
Frame 593: PROPOSED ('some', 'jump', 'cat') ↔ ('einige', 'springen', 'Katze') → REJECTED
Frame 593: PROPOSED ('across', 'beside', 'computer') ↔ ('über', 'neben', 'Computer') → REJECTED
Frame 594: PROPOSED ('build', 'city', 'tired') ↔ ('bauen', 'Stadt', 'müde') → REJECTED
Frame 594: PROPOSED ('all', 'house', 'all') ↔ ('alle', 'Haus', 'alle') → REJECTED
Frame 595: PROPOSED ('build', 'jump', 'city') ↔ ('bauen', 'springen', 'Stadt') → REJECTED
Frame 595: PROPOSED ('fly', 'city', 'child') ↔ ('fliegen', 'Stadt', 'Kind') → REJECTED
Frame 596: PROPOSED ('chair', 'all', 'near') ↔ ('Stuhl', 'alle', 'nahe') → REJECTED
Frame 596: PROPOSED ('over', 'computer', 'mountain') ↔ ('über', 'Computer', 'Berg') → REJECTED
Frame 597: PROPOSED ('cat', 'under', 'big') ↔ ('Katze', 'unter', 'groß') → REJECTED
Frame 597: PROPOSED ('near', 'chair', 'teacher') ↔ ('nahe', 'Stuhl', 'Lehrer') → REJECTED
Frame 598: PROPOSED ('swim', 'river', 'teacher') ↔ ('schwimmen', 'Fluss', 'Lehrer') → REJECTED
Frame 598: PROPOSED ('over', 'many', 'happy') ↔ ('über', 'viele', 'glücklich') → REJECTED
Frame 599: PROPOSED ('dark', 'artist', 'big') ↔ ('dunkel', 'Künstler', 'groß') → REJECTED
Frame 599: PROPOSED ('computer', 'calm', 'learn') ↔ ('Computer', 'ruhig', 'lernen') → REJECTED
Frame 600: PROPOSED ('teacher', 'mountain', 'jump') ↔ ('Lehrer', 'Berg', 'springen') → REJECTED
Frame 600: PROPOSED ('many', 'dog', 'near') ↔ ('viele', 'Hund', 'nahe') → REJECTED
Frame 601: PROPOSED ('river', 'over', 'computer') ↔ ('Fluss', 'über', 'Computer') → REJECTED
Frame 601: PROPOSED ('calm', 'fast', 'fly') ↔ ('ruhig', 'schnell', 'fliegen') → REJECTED
Frame 602: PROPOSED ('dark', 'afraid', 'swim') ↔ ('dunkel', 'ängstlich', 'schwimmen') → REJECTED
Frame 602: PROPOSED ('walk', 'many', 'backpack') ↔ ('gehen', 'viele', 'Rucksack') → REJECTED
Frame 603: PROPOSED ('cat', 'child', 'house') ↔ ('Katze', 'Kind', 'Haus') → REJECTED
Frame 603: PROPOSED ('tired', 'across', 'safe') ↔ ('müde', 'über', 'sicher') → REJECTED
Frame 604: PROPOSED ('sleep', 'safe', 'dark') ↔ ('schlafen', 'sicher', 'dunkel') → REJECTED
Frame 604: PROPOSED ('backpack', 'backpack', 'run') ↔ ('Rucksack', 'Rucksack', 'laufen') → REJECTED
Frame 605: PROPOSED ('tired', 'happy', 'under') ↔ ('müde', 'glücklich', 'unter') → REJECTED
Frame 605: PROPOSED ('none', 'slow', 'teach') ↔ ('keine', 'langsam', 'lehren') → REJECTED
Frame 606: PROPOSED ('happy', 'bright', 'mountain') ↔ ('glücklich', 'hell', 'Berg') → REJECTED
Frame 606: PROPOSED ('river', 'beside', 'dark') ↔ ('Fluss', 'neben', 'dunkel') → REJECTED
Frame 607: PROPOSED ('near', 'dog', 'sad') ↔ ('nahe', 'Hund', 'traurig') → REJECTED
Frame 607: PROPOSED ('fly', 'some', 'swim') ↔ ('fliegen', 'einige', 'schwimmen') → REJECTED
Frame 608: PROPOSED ('eat', 'run', 'afraid') ↔ ('essen', 'laufen', 'ängstlich') → REJECTED
Frame 608: PROPOSED ('near', 'cold', 'dog') ↔ ('nahe', 'kalt', 'Hund') → REJECTED
Frame 609: PROPOSED ('none', 'river', 'angry') ↔ ('keine', 'Fluss', 'wütend') → REJECTED
Frame 609: PROPOSED ('fly', 'calm', 'happy') ↔ ('fliegen', 'ruhig', 'glücklich') → REJECTED
Frame 610: PROPOSED ('tired', 'some', 'big') ↔ ('müde', 'einige', 'groß') → REJECTED
Frame 610: PROPOSED ('tree', 'all', 'dark') ↔ ('Baum', 'alle', 'dunkel') → REJECTED
Frame 611: PROPOSED ('walk', 'field', 'few') ↔ ('gehen', 'Feld', 'wenige') → REJECTED
Frame 611: PROPOSED ('river', 'walk', 'around') ↔ ('Fluss', 'gehen', 'um') → REJECTED
Frame 612: PROPOSED ('backpack', 'lamp', 'chair') ↔ ('Rucksack', 'Lampe', 'Stuhl') → REJECTED
Frame 612: PROPOSED ('fly', 'happy', 'build') ↔ ('fliegen', 'glücklich', 'bauen') → REJECTED
Frame 613: PROPOSED ('car', 'computer', 'near') ↔ ('Auto', 'Computer', 'nahe') → REJECTED
Frame 613: PROPOSED ('table', 'computer', 'boat') ↔ ('Tisch', 'Computer', 'Boot') → REJECTED
Frame 614: PROPOSED ('computer', 'sad', 'city') ↔ ('Computer', 'traurig', 'Stadt') → REJECTED
Frame 614: PROPOSED ('small', 'near', 'tree') ↔ ('klein', 'nahe', 'Baum') → REJECTED
Frame 615: PROPOSED ('some', 'eat', 'warm') ↔ ('einige', 'essen', 'warm') → REJECTED
Frame 615: PROPOSED ('none', 'teacher', 'child') ↔ ('keine', 'Lehrer', 'Kind') → REJECTED
Frame 616: PROPOSED ('table', 'small', 'computer') ↔ ('Tisch', 'klein', 'Computer') → REJECTED
Frame 616: PROPOSED ('lamp', 'eat', 'boat') ↔ ('Lampe', 'essen', 'Boot') → REJECTED
Frame 617: PROPOSED ('fast', 'across', 'jump') ↔ ('schnell', 'über', 'springen') → REJECTED
Frame 617: PROPOSED ('few', 'around', 'field') ↔ ('wenige', 'um', 'Feld') → REJECTED
Frame 618: PROPOSED ('build', 'warm', 'car') ↔ ('bauen', 'warm', 'Auto') → REJECTED
Frame 618: PROPOSED ('eat', 'tired', 'chair') ↔ ('essen', 'müde', 'Stuhl') → REJECTED
Frame 619: PROPOSED ('swim', 'tired', 'mountain') ↔ ('schwimmen', 'müde', 'Berg') → REJECTED
Frame 619: PROPOSED ('afraid', 'around', 'through') ↔ ('ängstlich', 'um', 'durch') → REJECTED
Frame 620: PROPOSED ('big', 'safe', 'few') ↔ ('groß', 'sicher', 'wenige') → REJECTED
Frame 620: PROPOSED ('tree', 'walk', 'dog') ↔ ('Baum', 'gehen', 'Hund') → REJECTED
Frame 621: PROPOSED ('few', 'small', 'few') ↔ ('wenige', 'klein', 'wenige') → REJECTED
Frame 621: PROPOSED ('river', 'door', 'field') ↔ ('Fluss', 'Tür', 'Feld') → REJECTED
Frame 622: PROPOSED ('sad', 'many', 'few') ↔ ('traurig', 'viele', 'wenige') → REJECTED
Frame 622: PROPOSED ('child', 'computer', 'house') ↔ ('Kind', 'Computer', 'Haus') → REJECTED
Frame 623: PROPOSED ('door', 'door', 'all') ↔ ('Tür', 'Tür', 'alle') → REJECTED
Frame 623: PROPOSED ('dark', 'river', 'across') ↔ ('dunkel', 'Fluss', 'über') → REJECTED
Frame 624: PROPOSED ('angry', 'afraid', 'run') ↔ ('wütend', 'ängstlich', 'laufen') → REJECTED
Frame 624: PROPOSED ('mountain', 'tree', 'swim') ↔ ('Berg', 'Baum', 'schwimmen') → REJECTED
Frame 625: PROPOSED ('spoon', 'swim', 'fast') ↔ ('Löffel', 'schwimmen', 'schnell') → REJECTED
Frame 625: PROPOSED ('tired', 'door', 'computer') ↔ ('müde', 'Tür', 'Computer') → REJECTED
